iteration,train_time_s,query_time_s,eig_time_s
0,24.2485,183.8163,176.3146
1,25.2722,288.0443,280.7319
2,26.8482,408.8563,401.4776
3,33.2158,514.0851,506.5851
4,38.7603,624.7423,617.2322
5,44.7877,798.1268,790.6686
6,50.2962,920.706,913.2795
7,58.5873,1091.7866,1084.458
8,31.5329,1222.147,1214.115
9,40.7156,1354.1728,1345.5282
