val/loss,val/acc,epoch,step,train/acc,lr-SGD/pg1,lr-SGD/pg2,train/loss
2.3264946937561035,0.08399999886751175,0,5,,,,
,,0,5,0.11345454305410385,,,
2.335731029510498,0.13600000739097595,1,11,,,,
,,1,11,0.17000000178813934,,,
2.621030807495117,0.14000000059604645,2,17,,,,
,,2,17,0.24854545295238495,,,
2.5080673694610596,0.14800000190734863,3,23,,,,
,,3,23,0.30963635444641113,,,
4.109646320343018,0.13199999928474426,4,29,,,,
,,4,29,0.41945454478263855,,,
5.3823418617248535,0.18000000715255737,5,35,,,,
,,5,35,0.4116363525390625,,,
7.764355659484863,0.15199999511241913,6,41,,,,
,,6,41,0.5152727365493774,,,
5.862817764282227,0.2199999988079071,7,47,,,,
,,7,47,0.5016363859176636,,,
,,,49,,0.08166666666666667,0.08166666666666667,
,,8,49,,,,0.9878921508789062
7.753542900085449,0.14399999380111694,8,53,,,,
,,8,53,0.6614545583724976,,,
6.61466121673584,0.13600000739097595,9,59,,,,
,,9,59,0.6454545259475708,,,
4.763206958770752,0.164000004529953,10,65,,,,
,,10,65,0.6972727179527283,,,
3.517277240753174,0.2199999988079071,11,71,,,,
,,11,71,0.7581818103790283,,,
3.5961532592773438,0.18000000715255737,12,77,,,,
,,12,77,0.7876363396644592,,,
3.796264886856079,0.20000000298023224,13,83,,,,
,,13,83,0.8447272777557373,,,
4.52712869644165,0.164000004529953,14,89,,,,
,,14,89,0.8627272844314575,,,
5.960171699523926,0.19599999487400055,15,95,,,,
,,15,95,0.843999981880188,,,
,,,99,,0.09971150308006689,0.09971150308006689,
,,16,99,,,,0.39768198132514954
4.850775241851807,0.18799999356269836,16,101,,,,
,,16,101,0.8714545369148254,,,
3.6912338733673096,0.2160000056028366,17,107,,,,
,,17,107,0.8861818313598633,,,
3.853186845779419,0.18799999356269836,18,113,,,,
,,18,113,0.9038181900978088,,,
6.184920787811279,0.18400000035762787,19,119,,,,
,,19,119,0.8630909323692322,,,
5.262597560882568,0.14000000059604645,20,125,,,,
,,20,125,0.9067272543907166,,,
5.24321985244751,0.18400000035762787,21,131,,,,
,,21,131,0.8856363892555237,,,
4.220392227172852,0.19599999487400055,22,137,,,,
,,22,137,0.9118182063102722,,,
4.785317420959473,0.18799999356269836,23,143,,,,
,,23,143,0.8758181929588318,,,
,,,149,,0.09850365444235881,0.09850365444235881,
