iteration,train_time_s,query_time_s,eig_time_s
0,28.0789,100.3875,84.5955
1,31.293,155.5595,139.1956
2,32.1168,220.4622,204.0051
3,33.3244,268.8933,252.2135
4,33.9013,324.7065,308.0513
5,34.906,401.8311,385.0394
6,35.5273,467.6511,450.6941
7,36.5289,527.1679,510.2265
8,37.7884,586.8993,569.7769
9,38.3868,659.6481,642.3793
