val/loss,val/acc,epoch,step,train/acc,lr-SGD/pg1,lr-SGD/pg2,train/loss,test/loss,test/acc,test/bacc
2.2961719036102295,0.14000000059604645,0,5,,,,,,,
,,0,5,0.09363636374473572,,,,,,
2.2687602043151855,0.14480000734329224,1,11,,,,,,,
,,1,11,0.11509090662002563,,,,,,
2.1989729404449463,0.18240000307559967,2,17,,,,,,,
,,2,17,0.12490908801555634,,,,,,
2.414118766784668,0.1615999937057495,3,23,,,,,,,
,,3,23,0.16145454347133636,,,,,,
2.463172197341919,0.2176000028848648,4,29,,,,,,,
,,4,29,0.15054544806480408,,,,,,
3.5758917331695557,0.18000000715255737,5,35,,,,,,,
,,5,35,0.18090909719467163,,,,,,
1.9954050779342651,0.24400000274181366,6,41,,,,,,,
,,6,41,0.2032727301120758,,,,,,
2.2559943199157715,0.23759999871253967,7,47,,,,,,,
,,7,47,0.21090908348560333,,,,,,
,,,49,,0.08166666666666667,0.08166666666666667,,,,
,,8,49,,,,2.1242477893829346,,,
1.780982255935669,0.2736000120639801,8,53,,,,,,,
,,8,53,0.223454549908638,,,,,,
2.3852133750915527,0.23360000550746918,9,59,,,,,,,
,,9,59,0.2303636372089386,,,,,,
1.7857134342193604,0.2896000146865845,10,65,,,,,,,
,,10,65,0.22763636708259583,,,,,,
1.898357629776001,0.2856000065803528,11,71,,,,,,,
,,11,71,0.25090909004211426,,,,,,
1.8597484827041626,0.30000001192092896,12,77,,,,,,,
,,12,77,0.2609090805053711,,,,,,
2.3154571056365967,0.23520000278949738,13,83,,,,,,,
,,13,83,0.26236364245414734,,,,,,
2.0512192249298096,0.2896000146865845,14,89,,,,,,,
,,14,89,0.24345454573631287,,,,,,
1.7409148216247559,0.29840001463890076,15,95,,,,,,,
,,15,95,0.2738181948661804,,,,,,
,,,99,,0.09971150308006689,0.09971150308006689,,,,
,,16,99,,,,1.8394149541854858,,,
2.005739212036133,0.2752000093460083,16,101,,,,,,,
,,16,101,0.2689090967178345,,,,,,
1.756746530532837,0.31839999556541443,17,107,,,,,,,
,,17,107,0.2689090967178345,,,,,,
2.2343852519989014,0.25679999589920044,18,113,,,,,,,
,,18,113,0.2905454635620117,,,,,,
2.049173355102539,0.2639999985694885,19,119,,,,,,,
,,19,119,0.28254544734954834,,,,,,
1.7444359064102173,0.3871999979019165,20,125,,,,,,,
,,20,125,0.30272728204727173,,,,,,
1.5827645063400269,0.40560001134872437,21,131,,,,,,,
,,21,131,0.31618180871009827,,,,,,
1.8853521347045898,0.3224000036716461,22,137,,,,,,,
,,22,137,0.3087272644042969,,,,,,
3.359386682510376,0.18000000715255737,23,143,,,,,,,
,,23,143,0.3101818263530731,,,,,,
,,,149,,0.09850365444235881,0.09850365444235881,,,,
,,24,149,,,,1.9155558347702026,,,
1.6715275049209595,0.3840000033378601,24,149,,,,,,,
,,24,149,0.31036365032196045,,,,,,
1.8119009733200073,0.3352000117301941,25,155,,,,,,,
,,25,155,0.324363648891449,,,,,,
1.707419514656067,0.38960000872612,26,161,,,,,,,
,,26,161,0.3440000116825104,,,,,,
2.0215003490448,0.36000001430511475,27,167,,,,,,,
,,27,167,0.3521818220615387,,,,,,
1.998732566833496,0.323199987411499,28,173,,,,,,,
,,28,173,0.34836363792419434,,,,,,
1.8657143115997314,0.3447999954223633,29,179,,,,,,,
,,29,179,0.3720000088214874,,,,,,
1.6284029483795166,0.3840000033378601,30,185,,,,,,,
,,30,185,0.33163636922836304,,,,,,
1.8963837623596191,0.3384000062942505,31,191,,,,,,,
,,31,191,0.3649090826511383,,,,,,
2.2314512729644775,0.30480000376701355,32,197,,,,,,,
,,32,197,0.3843636214733124,,,,,,
,,,199,,0.09637637874149779,0.09637637874149779,,,,
,,33,199,,,,1.6056758165359497,,,
1.959591031074524,0.35120001435279846,33,203,,,,,,,
,,33,203,0.36800000071525574,,,,,,
1.7376949787139893,0.42559999227523804,34,209,,,,,,,
,,34,209,0.35018181800842285,,,,,,
1.6623754501342773,0.4016000032424927,35,215,,,,,,,
,,35,215,0.3898181915283203,,,,,,
1.4718265533447266,0.4943999946117401,36,221,,,,,,,
,,36,221,0.37854546308517456,,,,,,
1.7344238758087158,0.41999998688697815,37,227,,,,,,,
,,37,227,0.40672728419303894,,,,,,
1.8492156267166138,0.3944000005722046,38,233,,,,,,,
,,38,233,0.40036362409591675,,,,,,
107.42716217041016,0.10400000214576721,39,239,,,,,,,
,,39,239,0.38999998569488525,,,,,,
7.93010139465332,0.15440000593662262,40,245,,,,,,,
,,40,245,0.32763636112213135,,,,,,
,,,249,,0.09337000025557476,0.09337000025557476,,,,
,,41,249,,,,1.5993173122406006,,,
3.257707118988037,0.23759999871253967,41,251,,,,,,,
,,41,251,0.3781818151473999,,,,,,
1.760149598121643,0.3984000086784363,42,257,,,,,,,
,,42,257,0.3949090838432312,,,,,,
1.647807002067566,0.4496000111103058,43,263,,,,,,,
,,43,263,0.40618181228637695,,,,,,
11.117877960205078,0.1671999990940094,44,269,,,,,,,
,,44,269,0.3510909080505371,,,,,,
2.249680757522583,0.35440000891685486,45,275,,,,,,,
,,45,275,0.37672728300094604,,,,,,
1.9185246229171753,0.3991999924182892,46,281,,,,,,,
,,46,281,0.3885454535484314,,,,,,
1.7929818630218506,0.38960000872612,47,287,,,,,,,
,,47,287,0.4001818299293518,,,,,,
1.5636627674102783,0.451200008392334,48,293,,,,,,,
,,48,293,0.3641818165779114,,,,,,
,,,299,,0.08954150738626414,0.08954150738626414,,,,
,,49,299,,,,1.4541195631027222,,,
1.948088526725769,0.41679999232292175,49,299,,,,,,,
,,49,299,0.39854544401168823,,,,,,
1.5510854721069336,0.438400000333786,50,305,,,,,,,
,,50,305,0.42763635516166687,,,,,,
1.5720573663711548,0.47519999742507935,51,311,,,,,,,
,,51,311,0.4209090769290924,,,,,,
1.6861339807510376,0.4296000003814697,52,317,,,,,,,
,,52,317,0.42818182706832886,,,,,,
1.3577532768249512,0.5103999972343445,53,323,,,,,,,
,,53,323,0.4503636360168457,,,,,,
1.3238352537155151,0.5623999834060669,54,329,,,,,,,
,,54,329,0.459090918302536,,,,,,
1.4333022832870483,0.5152000188827515,55,335,,,,,,,
,,55,335,0.4614545404911041,,,,,,
1.3917752504348755,0.5144000053405762,56,341,,,,,,,
,,56,341,0.4498181939125061,,,,,,
4.402458190917969,0.1679999977350235,57,347,,,,,,,
,,57,347,0.47309091687202454,,,,,,
,,,349,,0.0849634723963284,0.0849634723963284,,,,
,,58,349,,,,1.439125895500183,,,
3.5988988876342773,0.19519999623298645,58,353,,,,,,,
,,58,353,0.42581817507743835,,,,,,
2.4095335006713867,0.2768000066280365,59,359,,,,,,,
,,59,359,0.4441818296909332,,,,,,
2.7092063426971436,0.24879999458789825,60,365,,,,,,,
,,60,365,0.442727267742157,,,,,,
1.2308790683746338,0.5687999725341797,61,371,,,,,,,
,,61,371,0.4434545338153839,,,,,,
1.626250982284546,0.451200008392334,62,377,,,,,,,
,,62,377,0.4614545404911041,,,,,,
1.5210306644439697,0.46000000834465027,63,383,,,,,,,
,,63,383,0.4692727327346802,,,,,,
