val/loss,val/acc,epoch,step,train/acc,test/loss,test/acc,test/bacc
2.3389837741851807,0.11999999731779099,0,5,,,,
,,0,5,0.08054545521736145,,,
2.290034055709839,0.18799999356269836,1,11,,,,
,,1,11,0.1860000044107437,,,
2.6895711421966553,0.15119999647140503,2,17,,,,
,,2,17,0.18799999356269836,,,
,,3,18,,2.3367817401885986,0.17970000207424164,0.17970000207424164
