iteration,train_time_s,query_time_s,eig_time_s
0,21.3746,89.7966,84.0894
1,22.4189,145.3001,139.4739
2,23.3042,200.6762,194.4659
3,24.4856,252.2194,246.1626
4,24.971,307.5754,301.4257
5,26.4682,386.684,380.5931
6,26.5987,452.4805,446.3672
7,27.9407,513.6201,507.611
8,28.6828,579.913,573.4893
9,28.9625,645.6554,639.4109
