lr-Adam/pg1,lr-Adam/pg2,step,train/loss,epoch,val/loss,val/auroc,val/av_prec,val/acc,val/w_acc,val/av_f1,train/auroc,train/av_prec,train/acc,train/w_acc,train/av_f1,test/loss,test/auroc,test/av_prec,test/acc,test/w_acc,test/av_f1,test/bacc
0.0001442986898059786,0.0001442986898059786,0,,,,,,,,,,,,,,,,,,,,
,,49,1.0005664825439453,0,,,,,,,,,,,,,,,,,,
,,56,,0,0.39520585536956787,0.9130544662475586,nan,0.9319999814033508,0.39661017060279846,0.3817581236362457,,,,,,,,,,,,
,,56,,0,,,,,,,0.6547111868858337,nan,0.6555555462837219,0.3353121876716614,0.31881940364837646,,,,,,,
0.0001442986898059786,0.0001442986898059786,57,,,,,,,,,,,,,,,,,,,,
,,99,1.5217688083648682,1,,,,,,,,,,,,,,,,,,
,,113,,1,0.3395361602306366,0.7954185605049133,nan,0.9340000152587891,0.39863014221191406,0.38266557455062866,,,,,,,,,,,,
,,113,,1,,,,,,,0.7174424529075623,nan,0.7644444704055786,0.3858043849468231,0.3458693027496338,,,,,,,
0.0001442986898059786,0.0001442986898059786,114,,,,,,,,,,,,,,,,,,,,
,,149,1.11380934715271,2,,,,,,,,,,,,,,,,,,
,,170,,2,0.23505394160747528,0.9500524401664734,nan,0.9359999895095825,0.398870050907135,0.38356536626815796,,,,,,,,,,,,
,,170,,2,,,,,,,0.8034684062004089,nan,0.7511110901832581,0.40722355246543884,0.3970487415790558,,,,,,,
0.0001442986898059786,0.0001442986898059786,171,,,,,,,,,,,,,,,,,,,,
,,199,0.6454266309738159,3,,,,,,,,,,,,,,,,,,
,,227,,3,0.26803019642829895,0.9384226202964783,nan,0.9419999718666077,0.4492417275905609,0.4647356867790222,,,,,,,,,,,,
,,227,,3,,,,,,,0.8245933651924133,nan,0.7911111116409302,0.4225914478302002,0.40788206458091736,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,228,,,,,,,,,,,,,,,,,,,,
,,249,0.48221176862716675,4,,,,,,,,,,,,,,,,,,
,,284,,4,0.265304833650589,0.8540419936180115,nan,0.9399999976158142,0.41992267966270447,0.42065683007240295,,,,,,,,,,,,
,,284,,4,,,,,,,0.8191919326782227,nan,0.7755555510520935,0.4170672297477722,0.399811714887619,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,285,,,,,,,,,,,,,,,,,,,,
,,299,0.41167736053466797,5,,,,,,,,,,,,,,,,,,
,,341,,5,0.252358615398407,0.8375481963157654,nan,0.9380000233650208,0.41923776268959045,0.41983261704444885,,,,,,,,,,,,
,,341,,5,,,,,,,0.8286632895469666,nan,0.7755555510520935,0.4039859175682068,0.3794722259044647,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,342,,,,,,,,,,,,,,,,,,,,
,,349,0.2310357689857483,6,,,,,,,,,,,,,,,,,,
,,398,,6,0.23812799155712128,0.8804521560668945,nan,0.9440000057220459,0.44097527861595154,0.45192980766296387,,,,,,,,,,,,
,,398,,6,,,,,,,0.8360326886177063,nan,0.7977777719497681,0.4530864357948303,0.4549257159233093,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,399,,,,,,,,,,,,,,,,,,,,
,,399,0.5853244662284851,7,,,,,,,,,,,,,,,,,,
,,449,0.2341631054878235,7,,,,,,,,,,,,,,,,,,
,,455,,7,0.23273062705993652,0.9203440546989441,nan,0.9480000138282776,0.4808207154273987,0.4967590272426605,,,,,,,,,,,,
,,455,,7,,,,,,,0.8632887005805969,nan,0.7911111116409302,0.4359273910522461,0.4260266423225403,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,456,,,,,,,,,,,,,,,,,,,,
,,499,0.7498453855514526,8,,,,,,,,,,,,,,,,,,
,,512,,8,0.2353767305612564,0.9039610028266907,nan,0.9480000138282776,0.4808207154273987,0.49659815430641174,,,,,,,,,,,,
,,512,,8,,,,,,,0.8675954937934875,nan,0.8133333325386047,0.4515012204647064,0.446382999420166,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,513,,,,,,,,,,,,,,,,,,,,
,,549,0.951091468334198,9,,,,,,,,,,,,,,,,,,
,,569,,9,0.22480089962482452,0.9171872138977051,nan,0.949999988079071,0.4913470149040222,0.5065951943397522,,,,,,,,,,,,
,,569,,9,,,,,,,0.8423477411270142,nan,0.7888888716697693,0.4232475161552429,0.40992313623428345,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,570,,,,,,,,,,,,,,,,,,,,
,,599,0.8541387319564819,10,,,,,,,,,,,,,,,,,,
,,626,,10,0.24010717868804932,0.8644053339958191,nan,0.9520000219345093,0.4924769997596741,0.507165789604187,,,,,,,,,,,,
,,626,,10,,,,,,,0.8786961436271667,nan,0.7911111116409302,0.4271714687347412,0.41277384757995605,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,627,,,,,,,,,,,,,,,,,,,,
,,649,1.2650126218795776,11,,,,,,,,,,,,,,,,,,
,,683,,11,0.25643104314804077,0.8479189872741699,nan,0.949999988079071,0.49179205298423767,0.5063236355781555,,,,,,,,,,,,
,,683,,11,,,,,,,0.8740326762199402,nan,0.8177777528762817,0.46331506967544556,0.45800668001174927,,,,,,,
1.4429868980597863e-07,1.4429868980597863e-07,684,,,,,,,,,,,,,,,,,,,,
,,699,0.5727474689483643,12,,,,,,,,,,,,,,,,,,
,,740,,12,0.24502621591091156,0.8432624936103821,nan,0.9520000219345093,0.49292197823524475,0.5110288858413696,,,,,,,,,,,,
,,740,,12,,,,,,,0.9084711074829102,nan,0.8177777528762817,0.4594833254814148,0.45191526412963867,,,,,,,
1.4429868980597863e-07,1.4429868980597863e-07,741,,,,,,,,,,,,,,,,,,,,
,,749,0.41250142455101013,13,,,,,,,,,,,,,,,,,,
,,797,,13,0.2357548326253891,0.889576256275177,nan,0.949999988079071,0.4913470149040222,0.5065951943397522,,,,,,,,,,,,
,,797,,13,,,,,,,0.8594180941581726,nan,0.8199999928474426,0.4722974896430969,0.473026841878891,,,,,,,
1.4429868980597863e-07,1.4429868980597863e-07,798,,,,,,,,,,,,,,,,,,,,
,,799,0.5179258584976196,14,,,,,,,,,,,,,,,,,,
,,849,0.922400951385498,14,,,,,,,,,,,,,,,,,,
,,854,,14,0.2399268001317978,0.851523220539093,nan,0.9419999718666077,0.4402903616428375,0.45110049843788147,,,,,,,,,,,,
,,854,,14,,,,,,,0.8850299715995789,nan,0.7822222113609314,0.41444000601768494,0.3937038779258728,,,,,,,
1.4429868980597863e-07,1.4429868980597863e-07,855,,,,,,,,,,,,,,,,,,,,
,,899,0.7098223567008972,15,,,,,,,,,,,,,,,,,,
,,911,,15,0.2542147636413574,0.8485828638076782,nan,0.9520000219345093,0.4924769997596741,0.507165789604187,,,,,,,,,,,,
,,911,,15,,,,,,,0.882594108581543,nan,0.7955555319786072,0.43305808305740356,0.42034730315208435,,,,,,,
1.4429868980597864e-08,1.4429868980597864e-08,912,,,,,,,,,,,,,,,,,,,,
,,949,0.8037896156311035,16,,,,,,,,,,,,,,,,,,
,,968,,16,0.23552089929580688,0.9157066345214844,nan,0.949999988079071,0.4913470149040222,0.5067548751831055,,,,,,,,,,,,
,,968,,16,,,,,,,0.8411778807640076,nan,0.7955555319786072,0.4436549246311188,0.4355619549751282,,,,,,,
,,969,,17,,,,,,,,,,,,0.26035356521606445,0.9095468521118164,nan,0.9399999976158142,0.4432026445865631,0.456503689289093,0.4432026147842407
