iteration,train_time_s,query_time_s,eig_time_s
0,21.1324,4.7119,
1,22.3942,4.7592,
2,22.8997,4.7542,
3,23.9647,4.7332,
4,25.3152,4.763,
5,25.794,4.6563,
6,26.0558,4.691,
7,27.0462,4.6591,
8,28.5955,4.6805,
9,28.7052,4.6998,
