val/loss,val/acc,epoch,step,train/acc,test/loss,test/acc,test/bacc
2.360912561416626,0.11100000143051147,0,5,,,,
,,0,5,0.10363636165857315,,,
2.3268821239471436,0.14560000598430634,1,11,,,,
,,1,11,0.0987272709608078,,,
5.550872802734375,0.10040000081062317,2,17,,,,
,,2,17,0.12745454907417297,,,
,,3,18,,2.325364351272583,0.1477999985218048,0.1477999985218048
