Method,mean,std
BADGE,0.9113888994411186,0.01265606722090072
Random,0.9035000028433622,0.019825156701601714
Entropy,0.8921296309541772,0.027073420595283802
Core-Set,0.8789444422280347,0.049880816671831356
BALD,0.823592597687686,0.13497041477618202
Vendi,0.805833328653265,0.09966184769665423
Bandit,0.8045370413197411,0.10564537579435021
