Method,mean,std
Core-Set,0.9340740762375019,0.008878872005861781
BALD,0.933777776029375,0.00601463979017795
BADGE,0.9333333373069762,0.003369710749745242
Vendi,0.9328333316025911,0.005139117462930329
Entropy,0.9300925919303187,0.004452888367583212
Bandit,0.9295740756723615,0.007288014459162155
Random,0.9182222253746456,0.006766152136737858
