iteration,train_time_s,query_time_s,eig_time_s
0,64.6377,76.0974,67.1205
1,41.8359,106.4885,97.8137
2,67.7147,131.1489,121.6973
3,78.9932,150.6132,141.1533
4,84.4982,197.9304,187.5576
5,86.1423,266.9171,256.8691
6,94.6082,310.1455,299.5881
7,97.1127,334.5434,326.0293
8,102.2638,384.0477,373.0995
9,106.1503,433.6652,423.2947
