iteration,train_time_s,query_time_s,eig_time_s
0,56.744,205.5046,
1,40.1752,295.5728,
2,57.591,365.7987,
3,59.7692,488.9637,
4,63.3838,643.5194,
5,58.9365,853.9906,
6,30.8216,976.1069,
7,68.9607,1047.7735,
8,72.4447,1180.3691,
9,75.3623,1087.8325,
