lr-Adam/pg1,lr-Adam/pg2,step,train/loss,epoch,val/loss,val/auroc,val/av_prec,val/acc,val/w_acc,val/av_f1,train/auroc,train/av_prec,train/acc,train/w_acc,train/av_f1,test/loss,test/auroc,test/av_prec,test/acc,test/w_acc,test/av_f1,test/bacc
0.0001442986898059786,0.0001442986898059786,0,,,,,,,,,,,,,,,,,,,,
,,49,0.6179735064506531,0,,,,,,,,,,,,,,,,,,
,,99,0.7068182229995728,0,,,,,,,,,,,,,,,,,,
,,149,1.1604955196380615,0,,,,,,,,,,,,,,,,,,
,,199,0.4607943594455719,0,,,,,,,,,,,,,,,,,,
,,218,,0,0.49134376645088196,0.828321099281311,nan,0.8960000276565552,0.46915802359580994,0.46498903632164,,,,,,,,,,,,
,,218,,0,,,,,,,0.779916524887085,0.4194226861000061,0.7971428632736206,0.41937240958213806,0.4159166216850281,,,,,,,
0.0001442986898059786,0.0001442986898059786,219,,,,,,,,,,,,,,,,,,,,
,,249,0.5277523994445801,1,,,,,,,,,,,,,,,,,,
,,299,1.846345067024231,1,,,,,,,,,,,,,,,,,,
,,349,0.592864453792572,1,,,,,,,,,,,,,,,,,,
,,399,0.602920413017273,1,,,,,,,,,,,,,,,,,,
,,437,,1,0.3775433301925659,0.8585600256919861,nan,0.9300000071525574,0.5574625134468079,0.5488908886909485,,,,,,,,,,,,
,,437,,1,,,,,,,0.8329343795776367,nan,0.8337143063545227,0.48970574140548706,0.47144025564193726,,,,,,,
0.0001442986898059786,0.0001442986898059786,438,,,,,,,,,,,,,,,,,,,,
,,449,0.8386548757553101,2,,,,,,,,,,,,,,,,,,
,,499,0.6558893918991089,2,,,,,,,,,,,,,,,,,,
,,549,0.37452611327171326,2,,,,,,,,,,,,,,,,,,
,,599,0.11025995016098022,2,,,,,,,,,,,,,,,,,,
,,649,2.1673097610473633,2,,,,,,,,,,,,,,,,,,
,,656,,2,0.3817172944545746,0.9561075568199158,nan,0.9279999732971191,0.5364951491355896,0.5345231294631958,,,,,,,,,,,,
,,656,,2,,,,,,,0.8770398497581482,nan,0.8668571710586548,0.5468490719795227,0.5244524478912354,,,,,,,
0.0001442986898059786,0.0001442986898059786,657,,,,,,,,,,,,,,,,,,,,
,,699,0.45157352089881897,3,,,,,,,,,,,,,,,,,,
,,749,1.5528216361999512,3,,,,,,,,,,,,,,,,,,
,,799,0.2838123142719269,3,,,,,,,,,,,,,,,,,,
,,849,0.9979448914527893,3,,,,,,,,,,,,,,,,,,
,,875,,3,0.2681567966938019,0.9387163519859314,nan,0.9380000233650208,0.5507284998893738,0.5509110689163208,,,,,,,,,,,,
,,875,,3,,,,,,,0.8791826367378235,0.5364566445350647,0.842285692691803,0.5422689914703369,0.5215878486633301,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,876,,,,,,,,,,,,,,,,,,,,
,,899,0.4748527705669403,4,,,,,,,,,,,,,,,,,,
,,949,0.3082316517829895,4,,,,,,,,,,,,,,,,,,
,,999,0.5233620405197144,4,,,,,,,,,,,,,,,,,,
,,1049,0.6333906650543213,4,,,,,,,,,,,,,,,,,,
,,1094,,4,0.25783297419548035,0.9552667737007141,nan,0.9419999718666077,0.5439597368240356,0.5600871443748474,,,,,,,,,,,,
,,1094,,4,,,,,,,0.8984562754631042,0.5356704592704773,0.8782857060432434,0.5455111861228943,0.5264576077461243,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,1095,,,,,,,,,,,,,,,,,,,,
,,1099,0.6325459480285645,5,,,,,,,,,,,,,,,,,,
,,1149,2.1120052337646484,5,,,,,,,,,,,,,,,,,,
,,1199,1.69306218624115,5,,,,,,,,,,,,,,,,,,
,,1249,0.651805579662323,5,,,,,,,,,,,,,,,,,,
,,1299,1.6784899234771729,5,,,,,,,,,,,,,,,,,,
,,1313,,5,0.26057517528533936,0.9532487988471985,nan,0.9399999976158142,0.5334334373474121,0.5562365651130676,,,,,,,,,,,,
,,1313,,5,,,,,,,0.8948439955711365,0.5719304084777832,0.8891428709030151,0.591122031211853,0.5677787065505981,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,1314,,,,,,,,,,,,,,,,,,,,
,,1349,0.4900107979774475,6,,,,,,,,,,,,,,,,,,
,,1399,0.22298121452331543,6,,,,,,,,,,,,,,,,,,
,,1449,0.5072420835494995,6,,,,,,,,,,,,,,,,,,
,,1499,1.9679491519927979,6,,,,,,,,,,,,,,,,,,
,,1532,,6,0.25842833518981934,0.9553486704826355,0.5909361243247986,0.9419999718666077,0.5345633625984192,0.5576786994934082,,,,,,,,,,,,
,,1532,,6,,,,,,,0.918475329875946,0.6148104667663574,0.8908571600914001,0.6061217188835144,0.5871247053146362,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,1533,,,,,,,,,,,,,,,,,,,,
,,1549,2.2087364196777344,7,,,,,,,,,,,,,,,,,,
,,1599,0.6620675921440125,7,,,,,,,,,,,,,,,,,,
,,1649,0.36226657032966614,7,,,,,,,,,,,,,,,,,,
,,1699,1.7496964931488037,7,,,,,,,,,,,,,,,,,,
,,1749,0.7003437280654907,7,,,,,,,,,,,,,,,,,,
,,1751,,7,0.27263855934143066,0.9601591229438782,nan,0.9340000152587891,0.5394399762153625,0.5500191450119019,,,,,,,,,,,,
,,1751,,7,,,,,,,0.9165814518928528,0.6561896800994873,0.8937143087387085,0.6290892362594604,0.6235580444335938,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,1752,,,,,,,,,,,,,,,,,,,,
,,1799,0.5843970775604248,8,,,,,,,,,,,,,,,,,,
,,1849,0.10199983417987823,8,,,,,,,,,,,,,,,,,,
,,1899,1.016461730003357,8,,,,,,,,,,,,,,,,,,
,,1949,0.30259132385253906,8,,,,,,,,,,,,,,,,,,
,,1970,,8,0.2772112190723419,0.957034707069397,0.5924588441848755,0.9399999976158142,0.5616998672485352,0.5783526301383972,,,,,,,,,,,,
,,1970,,8,,,,,,,0.908836841583252,0.5879808664321899,0.8931428790092468,0.5998111963272095,0.584010124206543,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,1971,,,,,,,,,,,,,,,,,,,,
,,1999,0.6648929119110107,9,,,,,,,,,,,,,,,,,,
,,2049,0.45238998532295227,9,,,,,,,,,,,,,,,,,,
,,2099,1.0961830615997314,9,,,,,,,,,,,,,,,,,,
,,2149,0.5260298848152161,9,,,,,,,,,,,,,,,,,,
,,2189,,9,0.2859426736831665,0.9581322073936462,nan,0.9380000233650208,0.5605698823928833,0.5678542256355286,,,,,,,,,,,,
,,2189,,9,,,,,,,0.9342604875564575,0.6524814367294312,0.8982856869697571,0.6403670907020569,0.6226478219032288,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,2190,,,,,,,,,,,,,,,,,,,,
,,2199,0.15795455873012543,10,,,,,,,,,,,,,,,,,,
,,2249,0.24944807589054108,10,,,,,,,,,,,,,,,,,,
,,2299,0.596754789352417,10,,,,,,,,,,,,,,,,,,
,,2349,0.6030182242393494,10,,,,,,,,,,,,,,,,,,
,,2399,0.9615025520324707,10,,,,,,,,,,,,,,,,,,
,,2408,,10,0.2704726457595825,0.9611339569091797,nan,0.9340000152587891,0.5394399762153625,0.5486283302307129,,,,,,,,,,,,
,,2408,,10,,,,,,,0.9396602511405945,0.6184293031692505,0.8977142572402954,0.630168080329895,0.6115678548812866,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,2409,,,,,,,,,,,,,,,,,,,,
,,2449,0.7734207510948181,11,,,,,,,,,,,,,,,,,,
