iteration,train_time_s,query_time_s,eig_time_s
0,224.9017,56.1062,51.2063
1,225.5026,95.8858,90.6284
2,225.1071,160.2321,154.8416
3,224.4342,217.5667,212.0474
4,226.5834,285.438,279.9736
5,226.3013,348.0291,342.5214
6,225.1727,417.2319,411.8813
7,226.6809,494.6101,488.9199
8,228.0568,634.315,629.0346
9,227.2261,747.7797,742.3488
