val/loss,val/acc,epoch,step,train/acc,test/loss,test/acc,test/bacc
2.306199312210083,0.12880000472068787,0,5,,,,
,,0,5,0.06327272951602936,,,
2.2896034717559814,0.17919999361038208,1,11,,,,
,,1,11,0.1361818164587021,,,
2.559323310852051,0.1648000031709671,2,17,,,,
,,2,17,0.11854545772075653,,,
,,3,18,,2.311530113220215,0.16920000314712524,0.16920000314712524
