iteration,train_time_s,query_time_s,eig_time_s
0,21.18,4.7731,
1,22.2483,4.6951,
2,22.8989,4.6676,
3,23.856,4.7052,
4,24.4544,4.7382,
5,25.6528,4.6777,
6,26.4551,4.6396,
7,27.1388,4.6716,
8,28.2565,4.6493,
9,28.8793,4.6355,
