lr-Adam/pg1,lr-Adam/pg2,step,train/loss,epoch,val/loss,val/acc,train/acc,test/loss,test/acc,test/bacc
0.0001442986898059786,0.0001442986898059786,0,,,,,,,,
,,49,0.10505036264657974,0,,,,,,
,,49,,0,0.6596115827560425,0.8196721076965332,,,,
,,49,,0,,,0.875,,,
0.0001442986898059786,0.0001442986898059786,50,,,,,,,,
,,99,0.14788928627967834,1,,,,,,
,,99,,1,0.5792834758758545,0.8196721076965332,,,,
,,99,,1,,,0.9225000143051147,,,
0.0001442986898059786,0.0001442986898059786,100,,,,,,,,
,,149,0.42746901512145996,2,,,,,,
,,149,,2,0.5734025239944458,0.8196721076965332,,,,
,,149,,2,,,0.949999988079071,,,
0.0001442986898059786,0.0001442986898059786,150,,,,,,,,
,,199,0.06434659659862518,3,,,,,,
,,199,,3,0.5333405137062073,0.8196721076965332,,,,
,,199,,3,,,0.9399999976158142,,,
1.442986898059786e-05,1.442986898059786e-05,200,,,,,,,,
,,249,0.03956826403737068,4,,,,,,
,,249,,4,0.5224321484565735,0.8196721076965332,,,,
,,249,,4,,,0.9449999928474426,,,
1.442986898059786e-05,1.442986898059786e-05,250,,,,,,,,
,,299,0.08488096296787262,5,,,,,,
,,299,,5,0.5314742922782898,0.8196721076965332,,,,
,,299,,5,,,0.9524999856948853,,,
1.442986898059786e-05,1.442986898059786e-05,300,,,,,,,,
,,349,0.10053512454032898,6,,,,,,
,,349,,6,0.5207395553588867,0.8196721076965332,,,,
,,349,,6,,,0.9524999856948853,,,
1.442986898059786e-05,1.442986898059786e-05,350,,,,,,,,
,,399,1.2374120950698853,7,,,,,,
,,399,,7,0.5356900095939636,0.8360655903816223,,,,
,,399,,7,,,0.9424999952316284,,,
1.4429868980597862e-06,1.4429868980597862e-06,400,,,,,,,,
,,449,0.21974964439868927,8,,,,,,
,,449,,8,0.534946858882904,0.8360655903816223,,,,
,,449,,8,,,0.9549999833106995,,,
1.4429868980597862e-06,1.4429868980597862e-06,450,,,,,,,,
,,499,0.11869215965270996,9,,,,,,
,,499,,9,0.5248093008995056,0.8360655903816223,,,,
,,499,,9,,,0.949999988079071,,,
1.4429868980597862e-06,1.4429868980597862e-06,500,,,,,,,,
,,549,0.4153801202774048,10,,,,,,
,,549,,10,0.5336177945137024,0.8360655903816223,,,,
,,549,,10,,,0.9524999856948853,,,
1.4429868980597862e-06,1.4429868980597862e-06,550,,,,,,,,
,,599,0.12842825055122375,11,,,,,,
,,599,,11,0.5393656492233276,0.8360655903816223,,,,
,,599,,11,,,0.9524999856948853,,,
1.4429868980597863e-07,1.4429868980597863e-07,600,,,,,,,,
,,649,0.14605280756950378,12,,,,,,
,,649,,12,0.5316967964172363,0.8360655903816223,,,,
,,649,,12,,,0.9549999833106995,,,
1.4429868980597863e-07,1.4429868980597863e-07,650,,,,,,,,
,,699,0.043628521263599396,13,,,,,,
,,699,,13,0.5294575691223145,0.8360655903816223,,,,
,,699,,13,,,0.9574999809265137,,,
1.4429868980597863e-07,1.4429868980597863e-07,700,,,,,,,,
,,749,0.32528620958328247,14,,,,,,
,,749,,14,0.5333498120307922,0.8360655903816223,,,,
,,749,,14,,,0.9424999952316284,,,
1.4429868980597863e-07,1.4429868980597863e-07,750,,,,,,,,
,,799,0.03508096933364868,15,,,,,,
,,799,,15,0.5176661610603333,0.8524590134620667,,,,
,,799,,15,,,0.9549999833106995,,,
1.4429868980597864e-08,1.4429868980597864e-08,800,,,,,,,,
,,849,0.0753040611743927,16,,,,,,
,,849,,16,0.527213990688324,0.8524590134620667,,,,
,,849,,16,,,0.9574999809265137,,,
,,850,,17,,,,0.23453882336616516,0.9375555515289307,0.4561869502067566
