lr-Adam/pg1,lr-Adam/pg2,step,train/loss,epoch,val/loss,val/acc,train/acc,test/loss,test/acc,test/bacc
0.0001442986898059786,0.0001442986898059786,0,,,,,,,,
,,49,0.7456071376800537,0,,,,,,
,,49,,0,0.6592628359794617,0.7799999713897705,,,,
,,49,,0,,,0.8149999976158142,,,
0.0001442986898059786,0.0001442986898059786,50,,,,,,,,
,,99,0.2571161389350891,1,,,,,,
,,99,,1,0.7503151893615723,0.7799999713897705,,,,
,,99,,1,,,0.9399999976158142,,,
0.0001442986898059786,0.0001442986898059786,100,,,,,,,,
,,149,0.05597987398505211,2,,,,,,
,,149,,2,0.666837215423584,0.800000011920929,,,,
,,149,,2,,,0.9399999976158142,,,
0.0001442986898059786,0.0001442986898059786,150,,,,,,,,
,,199,0.39939290285110474,3,,,,,,
,,199,,3,0.7085102200508118,0.7799999713897705,,,,
,,199,,3,,,0.9399999976158142,,,
1.442986898059786e-05,1.442986898059786e-05,200,,,,,,,,
,,249,0.03229881078004837,4,,,,,,
,,249,,4,0.6563969254493713,0.7799999713897705,,,,
,,249,,4,,,0.9449999928474426,,,
1.442986898059786e-05,1.442986898059786e-05,250,,,,,,,,
,,299,0.06657908856868744,5,,,,,,
,,299,,5,0.6548317074775696,0.800000011920929,,,,
,,299,,5,,,0.9424999952316284,,,
1.442986898059786e-05,1.442986898059786e-05,300,,,,,,,,
,,349,0.04990183562040329,6,,,,,,
,,349,,6,0.658470869064331,0.800000011920929,,,,
,,349,,6,,,0.9474999904632568,,,
1.442986898059786e-05,1.442986898059786e-05,350,,,,,,,,
,,399,0.0699353963136673,7,,,,,,
,,399,,7,0.6261700391769409,0.800000011920929,,,,
,,399,,7,,,0.9449999928474426,,,
1.4429868980597862e-06,1.4429868980597862e-06,400,,,,,,,,
,,449,0.5320215225219727,8,,,,,,
,,449,,8,0.6356508731842041,0.800000011920929,,,,
,,449,,8,,,0.9424999952316284,,,
1.4429868980597862e-06,1.4429868980597862e-06,450,,,,,,,,
,,499,0.4524696469306946,9,,,,,,
,,499,,9,0.628507137298584,0.800000011920929,,,,
,,499,,9,,,0.9424999952316284,,,
1.4429868980597862e-06,1.4429868980597862e-06,500,,,,,,,,
,,549,0.09602390229701996,10,,,,,,
,,549,,10,0.6351085901260376,0.800000011920929,,,,
,,549,,10,,,0.949999988079071,,,
1.4429868980597862e-06,1.4429868980597862e-06,550,,,,,,,,
,,599,0.10716690123081207,11,,,,,,
,,599,,11,0.6126620769500732,0.800000011920929,,,,
,,599,,11,,,0.9474999904632568,,,
1.4429868980597863e-07,1.4429868980597863e-07,600,,,,,,,,
,,649,0.559897780418396,12,,,,,,
,,649,,12,0.631201982498169,0.800000011920929,,,,
,,649,,12,,,0.9449999928474426,,,
1.4429868980597863e-07,1.4429868980597863e-07,650,,,,,,,,
,,699,0.040214356034994125,13,,,,,,
,,699,,13,0.627082347869873,0.800000011920929,,,,
,,699,,13,,,0.9424999952316284,,,
1.4429868980597863e-07,1.4429868980597863e-07,700,,,,,,,,
,,749,0.05593426898121834,14,,,,,,
,,749,,14,0.6178683638572693,0.800000011920929,,,,
,,749,,14,,,0.9474999904632568,,,
1.4429868980597863e-07,1.4429868980597863e-07,750,,,,,,,,
,,799,0.049409233033657074,15,,,,,,
,,799,,15,0.6238301992416382,0.800000011920929,,,,
,,799,,15,,,0.9449999928474426,,,
1.4429868980597864e-08,1.4429868980597864e-08,800,,,,,,,,
,,849,0.06712251901626587,16,,,,,,
,,849,,16,0.6189966797828674,0.800000011920929,,,,
,,849,,16,,,0.9474999904632568,,,
,,850,,17,,,,0.25435489416122437,0.9295555353164673,0.39621978998184204
