iteration,train_time_s,query_time_s,eig_time_s
0,21.4038,6.8364,
1,23.6004,7.2163,
2,25.9101,6.9923,
3,26.2245,6.8545,
4,26.1618,7.0058,
5,26.5633,6.8935,
6,26.7029,6.8363,
7,27.9953,6.9047,
8,29.0136,6.7673,
9,29.2549,6.9159,
